priorite,identite_canonique_proposee,type_propose,univers,pays_identite_ou_perimetre,aliases_observes,groupe_parent_prouve,domaine_officiel,portail_carriere,ATS,preuve,verifie_le,confiance_identite,confiance_source,validation_technique,statut,offres_sous_identites_ou_domaine_base,identites_base,present_dans_roster_728,notes,avant_activation
P1,Ex Nihilo,MAISON,BEAUTY,FR,EX NIHILO PARIS,NON_ETABLI,ex-nihilo-paris.com,NON_TROUVE,NON_IDENTIFIE,https://www.ex-nihilo-paris.com/fr/la-maison,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,PORTAIL_NON_ETABLI,0,,True,Identité commerciale vérifiée; aucun portail carrière officiel exploitable confirmé. Zéro offre ne peut pas être interprété comme absence de recrutement.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Maison Crivelli,MAISON,BEAUTY,FR,Crivelli,NON_ETABLI,maisoncrivelli.com,NON_TROUVE,NON_IDENTIFIE,https://maisoncrivelli.com/fr-fr/collections,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,PORTAIL_NON_ETABLI,0,,False,Identité commerciale vérifiée; aucun portail carrière officiel exploitable confirmé. Zéro offre ne peut pas être interprété comme absence de recrutement.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Lise Charmel,MAISON,FASHION,FR,,NON_ETABLI,lisecharmel.com,https://www.lisecharmel.com/lc_fr_fr/carrieres,Candidature par contact; pas de listing,https://www.lisecharmel.com/lc_fr_fr/carrieres,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,PAS_DE_FLUX_OFFRES_ETABLI,0,,True,"Page officielle de candidature spontanée, sans catalogue de postes. Ne pas inventer une offre ni une source ATS.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Inditex,GROUP,FASHION,ES / FR / international,INDITEX,NON_ETABLI,inditex.com,https://www.inditexpeople.com/fr/fr,Portail Inditex People; moteur à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,10,INDITEX,False,10 offres en base via FashionJobs; aucune source Inditex dédiée. Prévoir un seul tenant groupe et des relations vers les marques.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Zara,RETAILER,FASHION,ES / international,ZARA,Inditex,zara.com,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Pull&Bear,RETAILER,FASHION,ES / international,Pull & Bear,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Massimo Dutti,RETAILER,FASHION,ES / international,MASSIMO DUTTI,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Bershka,RETAILER,FASHION,ES / international,BERSHKA,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Stradivarius,RETAILER,FASHION,ES / international,STRADIVARIUS,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Oysho,RETAILER,FASHION,ES / international,OYSHO,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Zara Home,RETAILER,FASHION,ES / international,ZARA HOME,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Lefties,RETAILER,FASHION,ES / international,LEFTIES,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,2,LEFTIES,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Tempe,SUPPLIER,FASHION,ES / international,TEMPE,Inditex,NON_VERIFIE,https://www.inditexpeople.com/fr/fr,Portail groupe à qualifier,https://www.inditexpeople.com/fr/fr,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Marque/acteur nommé par le portail officiel; domaine propre à vérifier si non renseigné. Ne pas créer un connecteur pour chaque enseigne du même tenant.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P0,SMCP,GROUP,FASHION,FR / international,,NON_ETABLI,smcp.com,https://www.smcp.com/en/talents/job-offers/?start=0,SmartRecruiters; Greenhouse pour Amérique du Nord,https://www.smcp.com/en/talents/job-offers/?start=0,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,RATTACHEMENT_ERRONE_DEMONTRE,0,,False,23 offres explicitement SMCP enregistrées sous Sandro. Réparer le mapping Brands du tenant déjà présent; ne pas dupliquer la collecte.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P0,Maje,MAISON,FASHION,FR / international,,SMCP,NON_VERIFIE,https://www.smcp.com/en/talents/job-offers/?start=0,SmartRecruiters; Greenhouse pour Amérique du Nord,https://www.smcp.com/en/talents/job-offers/?start=0,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,RATTACHEMENT_ERRONE_DEMONTRE,0,Maje,True,"148 offres explicitement Maje enregistrées sous Sandro, dont 32 FR; Company Maje affiche zéro. Réparer le mapping Brands du tenant déjà présent; ne pas dupliquer la collecte.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P0,Claudie Pierlot,MAISON,FASHION,FR / international,,SMCP,NON_VERIFIE,https://www.smcp.com/en/talents/job-offers/?start=0,SmartRecruiters; Greenhouse pour Amérique du Nord,https://www.smcp.com/en/talents/job-offers/?start=0,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,RATTACHEMENT_ERRONE_DEMONTRE,0,,True,"69 offres explicitement Claudie Pierlot sous Sandro, dont 39 FR. Réparer le mapping Brands du tenant déjà présent; ne pas dupliquer la collecte.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P0,Fursac,MAISON,FASHION,FR / international,,SMCP,NON_VERIFIE,https://www.smcp.com/en/talents/job-offers/?start=0,SmartRecruiters; Greenhouse pour Amérique du Nord,https://www.smcp.com/en/talents/job-offers/?start=0,2026-09-08,A_CONFIRMER,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,RATTACHEMENT_ERRONE_DEMONTRE,0,,True,"35 offres explicitement Fursac sous Sandro, dont 30 FR. Réparer le mapping Brands du tenant déjà présent; ne pas dupliquer la collecte.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Patou,MAISON,FASHION,FR,Jean Patou,LVMH,patou.com,https://www.patou.com/fr/pages/hr-enquiries,LVMH Careers,https://www.patou.com/fr/pages/hr-enquiries,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,True,La Maison renvoie au portail LVMH déjà collecté. Vérifier présence réelle et attribution; absence Company ne prouve pas défaut de collecte.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Fusalp,MAISON,FASHION,FR / international,CREATIONS FUSALP,NON_ETABLI,fusalp.com,https://fusalp.welcomekit.co/,Welcome to the Jungle / WelcomeKit,https://fusalp.welcomekit.co/,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,COUVERTURE_A_RECONCILIER,21,Fusalp | CREATIONS FUSALP,False,21 offres sous Fusalp + CREATIONS FUSALP; 18 visibles sur le portail consulté. Source directe RETIRED mais couverture via boards; réconcilier IDs avant conclure au manque.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,Akris,MAISON,FASHION,CH / international,,NON_ETABLI,akris.com,https://www.linkedin.com/company/akris_2/jobs,LinkedIn officiel,https://us.akris.com/pages/careers,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,True,Lien officiel vers LinkedIn. Ne pas confondre avec AKRIS GROUP WeRecruit (homonyme à vérifier).,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,Paul Smith,MAISON,FASHION,GB / international,,NON_ETABLI,paulsmith.com,https://www.paulsmith.com/uk/info/careers,NON_VERIFIE,https://www.linkedin.com/company/paul-smith,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,ACCES_ET_ATS_A_VERIFIER,0,,True,"Lien carrière déclaré sur le profil employeur; page répond 403 à cette consultation. Jobtrain retrouvé historiquement seulement, à revalider.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Dries Van Noten,MAISON,FASHION,BE / FR,,NON_ETABLI,driesvannoten.com,https://www.driesvannoten.com/en-eu/pages/career-open-positions,Page HTML officielle,https://www.driesvannoten.com/en-eu/pages/career-open-positions,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,True,"Deux annonces visibles, dont Sales Associate Paris; groupe parent à vérifier avant enregistrement.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,Thom Browne,MAISON,FASHION,US / international,,NON_ETABLI,thombrowne.com,https://www.linkedin.com/company/thom-browne-inc-/jobs/,LinkedIn officiel,https://www.thombrowne.com/en-mo/pages/contact,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,True,Lien carrière confirmé dans le HTML officiel; groupe parent et extraction à valider.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,Grand Seiko,MAISON,JEWELRY_WATCHES,JP / FR,,NON_ETABLI,grand-seiko.com,NON_TROUVE,NON_IDENTIFIE,https://www.grand-seiko.com/fr-fr/support,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,PORTAIL_NON_ETABLI,0,,False,Entité Grand Seiko Europe identifiée; portail carrière non confirmé. Priorité horlogerie internationale.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P1,Harrods,RETAILER,LUXURY,GB,,NON_ETABLI,harrods.com,https://www.harrodscareers.com/jobs/,Moteur à qualifier,https://www.harrods.com/en-gb/c/faqs/other,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Portail officiel avec annonces; aucune identité ou source trouvée dans le catalogue.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,El Corte Inglés,RETAILER,RETAIL,ES / PT,El Corte Ingles,NON_ETABLI,elcorteingles.es,https://empleo.elcorteingles.es/,Moteur à qualifier,https://www.elcorteingles.es/informacioncorporativa/es/contacto/,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Portail officiel du groupe; filtrer le périmètre mode/beauté/luxe des autres activités.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,Takashimaya,RETAILER,RETAIL,JP,高島屋,NON_ETABLI,takashimaya.co.jp,https://www.takashimaya.co.jp/corp/recruit/,Portail HTML et sous-portails,https://www.takashimaya.co.jp/corp/recruit/career/job/,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,"Postes professionnels visibles; séparer programmes diplômés fermés et recrutements en cours, plus les filiales.",Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
P2,Isetan Mitsukoshi,GROUP,RETAIL,JP,三越伊勢丹 | Mitsukoshi Isetan,NON_ETABLI,imhds.co.jp,https://www.imhds.co.jp/recruit/index.html,Portail groupe et sous-portails,https://www.imhds.co.jp/recruit/index.html,2026-09-08,DOMAINE_ET_IDENTITE_DOCUMENTES,NON_CALIBREE; portail cité ne vaut pas validation de collecte,NON_EXECUTEE_PENDANT_AUDIT,SOURCE_A_VALIDER,0,,False,Présence institutionnelle vérifiée. Campagne nouveaux diplômés clôturée; ne pas transformer toute page recrutement en poste ouvert.,Identité + propriétaire du portail; alias et groupe; tenant unique; robots daté; parse réel sans écriture; pagination complète; géographie et marque par offre; validation revue. Aucune activation pendant cet audit.
